,Academic Yr,Degree Level Desc,Degree Desc,College/School,Division,Department,Major,MajorShort,STEM Flag,Entry Status Desc,Residency Status Desc,Gender,Ethnicity,Headcount
4020,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,African American Studies,Afr Am Stds,0,Graduate,International,Female,International,1
4021,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,Anthro,0,Graduate,CA Resident,Female,Underrepresented Minority,3
4022,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,Anthro,0,Graduate,CA Resident,Male,White/Other,1
4023,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Asian Studies Grad Grp,Asian Studies,Asian St,0,Graduate,CA Resident,Female,Asian/Pacific Islander,2
4024,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Asian Studies Grad Grp,Asian Studies,Asian St,0,Graduate,CA Resident,Female,White/Other,1
4025,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Asian Studies Grad Grp,Asian Studies,Asian St,0,Graduate,CA Resident,Male,White/Other,2
4026,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Asian Studies Grad Grp,Asian Studies,Asian St,0,Graduate,International,Female,International,2
4027,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,Demog,0,Graduate,CA Resident,Female,White/Other,1
4028,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,Demog,0,Graduate,CA Resident,Male,White/Other,1
4029,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,Demog,0,Graduate,International,Female,International,1
4030,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,Demog,0,Graduate,International,Male,International,1
4031,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,Demog,0,Graduate,Out-of-State Domestic,Female,White/Other,2
4032,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,Demog,0,Graduate,Out-of-State Domestic,Male,Asian/Pacific Islander,1
4033,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,Economics,1,Graduate,CA Resident,Female,Underrepresented Minority,1
4034,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,Ethnic St,0,Graduate,CA Resident,Female,Asian/Pacific Islander,1
4035,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,Ethnic St,0,Graduate,CA Resident,Female,Underrepresented Minority,3
4036,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,Ethnic St,0,Graduate,CA Resident,Female,White/Other,1
4037,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,Ethnic St,0,Graduate,CA Resident,Male,Asian/Pacific Islander,2
4038,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Folklore Grad Grp,Folklore,Folklore,0,Graduate,CA Resident,Female,White/Other,1
4039,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Folklore Grad Grp,Folklore,Folklore,0,Graduate,CA Resident,Male,Underrepresented Minority,1
4040,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Folklore Grad Grp,Folklore,Folklore,0,Graduate,CA Resident,Male,White/Other,1
4041,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Global Studies Grad Grp,International & Area Stds,Int & Area St,0,Graduate,CA Resident,Female,White/Other,1
4042,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,History,History,History,0,Graduate,CA Resident,Female,Asian/Pacific Islander,1
4043,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,History,History,History,0,Graduate,CA Resident,Female,White/Other,3
4044,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,History,History,History,0,Graduate,CA Resident,Male,White/Other,10
4045,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,History,History,History,0,Graduate,International,Male,International,1
4046,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Latin American Studies GG,Latin American Studies,Latin Am St,0,Graduate,CA Resident,Female,White/Other,1
4047,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Latin American Studies GG,Latin American Studies,Latin Am St,0,Graduate,Out-of-State Domestic,Female,Underrepresented Minority,1
4048,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,Linguistics,0,Graduate,CA Resident,Female,Underrepresented Minority,1
4049,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,Linguistics,0,Graduate,CA Resident,Female,White/Other,2
4050,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,Linguistics,0,Graduate,CA Resident,Male,White/Other,6
4051,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,Pol Sci,0,Graduate,CA Resident,Female,White/Other,1
4052,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,Pol Sci,0,Graduate,CA Resident,Male,Underrepresented Minority,1
4053,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,Pol Sci,0,Graduate,CA Resident,Male,White/Other,3
4054,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,Pol Sci,0,Graduate,International,Female,International,1
4055,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,Pol Sci,0,Graduate,International,Male,International,1
4056,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,Pol Sci,0,Graduate,Out-of-State Domestic,Female,White/Other,1
4057,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,Psychology,1,Graduate,CA Resident,Female,Asian/Pacific Islander,1
4058,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,Psychology,1,Graduate,CA Resident,Female,Underrepresented Minority,1
4059,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,Psychology,1,Graduate,CA Resident,Female,White/Other,4
4060,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,Psychology,1,Graduate,CA Resident,Male,Asian/Pacific Islander,1
4061,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,Psychology,1,Graduate,CA Resident,Male,White/Other,2
4062,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Sociology,0,Graduate,CA Resident,Female,Asian/Pacific Islander,2
4063,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Sociology,0,Graduate,CA Resident,Female,Underrepresented Minority,2
4064,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Sociology,0,Graduate,CA Resident,Female,White/Other,6
4065,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Sociology,0,Graduate,CA Resident,Male,Asian/Pacific Islander,1
4066,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Sociology,0,Graduate,CA Resident,Male,Underrepresented Minority,3
4067,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Sociology,0,Graduate,CA Resident,Male,White/Other,3
4068,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Sociology,0,Graduate,International,Female,International,1
4069,2012-13,Masters/Professional,Master of Arts,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Sociology,0,Graduate,Out-of-State Domestic,Male,Underrepresented Minority,1
4070,2012-13,Masters/Professional,Master of Arts,Clg of Natural Resources,Clg of Natural Resources,Comparative Biochem Grad Grp,Comparative Biochemistry,Comparative Biochem,1,Graduate,CA Resident,Male,White/Other,1
4071,2012-13,Masters/Professional,Master of Arts,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,Energy & Res,1,Graduate,CA Resident,Female,White/Other,1
4072,2012-13,Masters/Professional,Master of Arts,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,Energy & Res,1,Graduate,CA Resident,Male,White/Other,1
4073,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,CA Resident,Female,Asian/Pacific Islander,15
4074,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,CA Resident,Female,Underrepresented Minority,14
4075,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,CA Resident,Female,White/Other,29
4076,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,CA Resident,Male,Asian/Pacific Islander,2
4077,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,CA Resident,Male,Underrepresented Minority,7
4078,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,CA Resident,Male,White/Other,14
4079,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,International,Male,International,1
4080,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,Out-of-State Domestic,Female,Asian/Pacific Islander,1
4081,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,Out-of-State Domestic,Female,Underrepresented Minority,3
4082,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,Out-of-State Domestic,Female,White/Other,2
4083,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,Out-of-State Domestic,Male,Asian/Pacific Islander,1
4084,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,Out-of-State Domestic,Male,Underrepresented Minority,2
4085,2012-13,Masters/Professional,Master of Arts,Grad School of Education,Grad School of Education,Education,Education,Education,0,Graduate,Out-of-State Domestic,Male,White/Other,3
4086,2012-13,Masters/Professional,Master of Arts,School of Public Health,School of Public Health,Biostatistics Grad Grp,Biostatistics,Biostatistics,1,Graduate,CA Resident,Female,Asian/Pacific Islander,3
4087,2012-13,Masters/Professional,Master of Arts,School of Public Health,School of Public Health,Biostatistics Grad Grp,Biostatistics,Biostatistics,1,Graduate,CA Resident,Female,White/Other,1
4088,2012-13,Masters/Professional,Master of Arts,School of Public Health,School of Public Health,Biostatistics Grad Grp,Biostatistics,Biostatistics,1,Graduate,CA Resident,Male,White/Other,2
4089,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Berkeley-Columbia Exec MBA,Berk-Col Exec MBA,0,Graduate,International,Female,International,2
4090,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Berkeley-Columbia Exec MBA,Berk-Col Exec MBA,0,Graduate,International,Male,International,5
4091,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Berkeley-Columbia Exec MBA,Berk-Col Exec MBA,0,Graduate,Out-of-State Domestic,Female,Asian/Pacific Islander,4
4092,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Berkeley-Columbia Exec MBA,Berk-Col Exec MBA,0,Graduate,Out-of-State Domestic,Female,Underrepresented Minority,4
4093,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Berkeley-Columbia Exec MBA,Berk-Col Exec MBA,0,Graduate,Out-of-State Domestic,Female,White/Other,9
4094,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Berkeley-Columbia Exec MBA,Berk-Col Exec MBA,0,Graduate,Out-of-State Domestic,Male,Asian/Pacific Islander,16
4095,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Berkeley-Columbia Exec MBA,Berk-Col Exec MBA,0,Graduate,Out-of-State Domestic,Male,White/Other,26
4096,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,CA Resident,Female,Asian/Pacific Islander,12
4097,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,CA Resident,Female,Underrepresented Minority,6
4098,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,CA Resident,Female,White/Other,23
4099,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,CA Resident,Male,Asian/Pacific Islander,22
4100,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,CA Resident,Male,Underrepresented Minority,4
4101,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,CA Resident,Male,White/Other,46
4102,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,International,Female,International,18
4103,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,International,Male,International,68
4104,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,Out-of-State Domestic,Female,Asian/Pacific Islander,1
4105,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,Out-of-State Domestic,Female,Underrepresented Minority,2
4106,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,Out-of-State Domestic,Female,White/Other,8
4107,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,Out-of-State Domestic,Male,Asian/Pacific Islander,6
4108,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,Out-of-State Domestic,Male,Underrepresented Minority,9
4109,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,Out-of-State Domestic,Male,White/Other,16
4110,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,Ev & Wknd MBA,1,Graduate,International,Female,International,4
4111,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,Ev & Wknd MBA,1,Graduate,International,Male,International,28
4112,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,Ev & Wknd MBA,1,Graduate,Out-of-State Domestic,Female,Asian/Pacific Islander,24
4113,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,Ev & Wknd MBA,1,Graduate,Out-of-State Domestic,Female,Underrepresented Minority,3
4114,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,Ev & Wknd MBA,1,Graduate,Out-of-State Domestic,Female,White/Other,40
4115,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,Ev & Wknd MBA,1,Graduate,Out-of-State Domestic,Male,Asian/Pacific Islander,67
4116,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,Ev & Wknd MBA,1,Graduate,Out-of-State Domestic,Male,Underrepresented Minority,7
4117,2012-13,Masters/Professional,Master of Business Admin,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,Ev & Wknd MBA,1,Graduate,Out-of-State Domestic,Male,White/Other,73
4118,2012-13,Masters/Professional,Master of City Planning,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,City & Regional Planning,0,Graduate,CA Resident,Female,Asian/Pacific Islander,5
4119,2012-13,Masters/Professional,Master of City Planning,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,City & Regional Planning,0,Graduate,CA Resident,Female,Underrepresented Minority,3
4120,2012-13,Masters/Professional,Master of City Planning,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,City & Regional Planning,0,Graduate,CA Resident,Female,White/Other,15
4121,2012-13,Masters/Professional,Master of City Planning,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,City & Regional Planning,0,Graduate,CA Resident,Male,Asian/Pacific Islander,1
4122,2012-13,Masters/Professional,Master of City Planning,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,City & Regional Planning,0,Graduate,CA Resident,Male,Underrepresented Minority,3
4123,2012-13,Masters/Professional,Master of City Planning,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,City & Regional Planning,0,Graduate,CA Resident,Male,White/Other,5
4124,2012-13,Masters/Professional,Master of City Planning,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,City & Regional Planning,0,Graduate,International,Female,International,3
4125,2012-13,Masters/Professional,Master of City Planning,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,City & Regional Planning,0,Graduate,International,Male,International,2
4126,2012-13,Masters/Professional,Master of City Planning,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,City & Regional Planning,0,Graduate,Out-of-State Domestic,Female,White/Other,1
4127,2012-13,Masters/Professional,Master of City Planning,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,City & Regional Planning,0,Graduate,Out-of-State Domestic,Male,Underrepresented Minority,1
4128,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil & Environmental Eng,Civ & Env Eng,1,Graduate,CA Resident,Female,Asian/Pacific Islander,1
4129,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil & Environmental Eng,Civ & Env Eng,1,Graduate,CA Resident,Male,White/Other,1
4130,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil & Environmental Eng,Civ & Env Eng,1,Graduate,International,Male,International,7
4131,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,El Eng & CS,1,Graduate,CA Resident,Male,White/Other,1
4132,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,El Eng & CS,1,Graduate,International,Female,International,7
4133,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,El Eng & CS,1,Graduate,International,Male,International,6
4134,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,El Eng & CS,1,Graduate,Out-of-State Domestic,Male,White/Other,1
4135,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,Ind Eng & Ops Rsch,1,Graduate,CA Resident,Male,Asian/Pacific Islander,1
4136,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,Ind Eng & Ops Rsch,1,Graduate,International,Female,International,13
4137,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,Ind Eng & Ops Rsch,1,Graduate,International,Male,International,20
4138,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,Ind Eng & Ops Rsch,1,Graduate,Out-of-State Domestic,Male,White/Other,1
4139,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,CA Resident,Male,Asian/Pacific Islander,2
4140,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,International,Female,International,3
4141,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,International,Male,International,2
4142,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,CA Resident,Male,White/Other,3
4143,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,International,Female,International,1
4144,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,International,Male,International,15
4145,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,Out-of-State Domestic,Female,White/Other,1
4146,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,Out-of-State Domestic,Male,Asian/Pacific Islander,2
4147,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,Out-of-State Domestic,Male,White/Other,1
4148,2012-13,Masters/Professional,Master of Engineering,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,Nuclear Eng,1,Graduate,CA Resident,Male,White/Other,1
4149,2012-13,Masters/Professional,Master of Financial Eng,Haas School of Business,Haas School of Business,Business,Financial Engineering,Financial Eng,1,Graduate,International,Female,International,10
4150,2012-13,Masters/Professional,Master of Financial Eng,Haas School of Business,Haas School of Business,Business,Financial Engineering,Financial Eng,1,Graduate,International,Male,International,38
4151,2012-13,Masters/Professional,Master of Financial Eng,Haas School of Business,Haas School of Business,Business,Financial Engineering,Financial Eng,1,Graduate,Out-of-State Domestic,Female,Asian/Pacific Islander,2
4152,2012-13,Masters/Professional,Master of Financial Eng,Haas School of Business,Haas School of Business,Business,Financial Engineering,Financial Eng,1,Graduate,Out-of-State Domestic,Male,Asian/Pacific Islander,11
4153,2012-13,Masters/Professional,Master of Financial Eng,Haas School of Business,Haas School of Business,Business,Financial Engineering,Financial Eng,1,Graduate,Out-of-State Domestic,Male,Underrepresented Minority,1
4154,2012-13,Masters/Professional,Master of Financial Eng,Haas School of Business,Haas School of Business,Business,Financial Engineering,Financial Eng,1,Graduate,Out-of-State Domestic,Male,White/Other,5
4155,2012-13,Masters/Professional,Master of Fine Arts,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,Art,0,Graduate,CA Resident,Female,Underrepresented Minority,1
4156,2012-13,Masters/Professional,Master of Fine Arts,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,Art,0,Graduate,CA Resident,Female,White/Other,3
4157,2012-13,Masters/Professional,Master of Fine Arts,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,Art,0,Graduate,CA Resident,Male,Asian/Pacific Islander,1
4158,2012-13,Masters/Professional,Master of Fine Arts,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,Art,0,Graduate,CA Resident,Male,Underrepresented Minority,1
4159,2012-13,Masters/Professional,Master of Fine Arts,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,Art,0,Graduate,CA Resident,Male,White/Other,1
4160,2012-13,Masters/Professional,Master of Forestry,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry,Forestry,0,Graduate,CA Resident,Female,White/Other,1
4161,2012-13,Masters/Professional,Master of Forestry,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry,Forestry,0,Graduate,CA Resident,Male,White/Other,1
4162,2012-13,Masters/Professional,Master of Info Mgmt & Systems,School of Information,School of Information,Information,Info Mgmt & Systems,Info Mgmt & Sys,1,Graduate,CA Resident,Female,Asian/Pacific Islander,3
4163,2012-13,Masters/Professional,Master of Info Mgmt & Systems,School of Information,School of Information,Information,Info Mgmt & Systems,Info Mgmt & Sys,1,Graduate,CA Resident,Female,White/Other,10
4164,2012-13,Masters/Professional,Master of Info Mgmt & Systems,School of Information,School of Information,Information,Info Mgmt & Systems,Info Mgmt & Sys,1,Graduate,CA Resident,Male,Asian/Pacific Islander,5
4165,2012-13,Masters/Professional,Master of Info Mgmt & Systems,School of Information,School of Information,Information,Info Mgmt & Systems,Info Mgmt & Sys,1,Graduate,CA Resident,Male,Underrepresented Minority,3
4166,2012-13,Masters/Professional,Master of Info Mgmt & Systems,School of Information,School of Information,Information,Info Mgmt & Systems,Info Mgmt & Sys,1,Graduate,CA Resident,Male,White/Other,9
4167,2012-13,Masters/Professional,Master of Info Mgmt & Systems,School of Information,School of Information,Information,Info Mgmt & Systems,Info Mgmt & Sys,1,Graduate,International,Female,International,1
4168,2012-13,Masters/Professional,Master of Info Mgmt & Systems,School of Information,School of Information,Information,Info Mgmt & Systems,Info Mgmt & Sys,1,Graduate,International,Male,International,7
4169,2012-13,Masters/Professional,Master of Info Mgmt & Systems,School of Information,School of Information,Information,Info Mgmt & Systems,Info Mgmt & Sys,1,Graduate,Out-of-State Domestic,Female,Asian/Pacific Islander,1
4170,2012-13,Masters/Professional,Master of Info Mgmt & Systems,School of Information,School of Information,Information,Info Mgmt & Systems,Info Mgmt & Sys,1,Graduate,Out-of-State Domestic,Female,White/Other,1
4171,2012-13,Masters/Professional,Master of Journalism,Grad School of Journalism,Grad School of Journalism,Journalism,Journalism,Journalism,1,Graduate,CA Resident,Female,Asian/Pacific Islander,2
4172,2012-13,Masters/Professional,Master of Journalism,Grad School of Journalism,Grad School of Journalism,Journalism,Journalism,Journalism,1,Graduate,CA Resident,Female,Underrepresented Minority,7
